iter	Passed	Remaining
1487	2874	190319
1488	2876	190288
1489	2878	190278
1490	2880	190335
1491	2882	190338
1492	2884	190342
1493	2886	190321
1494	2888	190293
1495	2889	190268
1496	2891	190250
1497	2893	190283
1498	2896	190325
1499	2898	190324
1500	2900	190318
1501	2902	190334
1502	2904	190364
1503	2907	190395
1504	2908	190370
1505	2912	190466
1506	2914	190459
1507	2915	190430
1508	2917	190414
1509	2919	190409
1510	2921	190410
1511	2923	190397
1512	2925	190437
1513	2927	190435
1514	2929	190408
1515	2930	190377
1516	2932	190367
1517	2933	190336
1518	2935	190312
1519	2936	190281
1520	2938	190255
1521	2941	190323
1522	2943	190319
1523	2945	190311
1524	2947	190323
1525	2949	190317
1526	2951	190305
1527	2952	190297
1528	2954	190308
1529	2957	190344
1530	2959	190314
1531	2960	190279
1532	2962	190270
1533	2964	190270
1534	2966	190272
1535	2968	190269
1536	2970	190266
1537	2972	190298
1538	2974	190276
1539	2975	190260
1540	2977	190256
1541	2979	190241
1542	2981	190219
1543	2982	190198
1544	2984	190198
1545	2986	190183
1546	2988	190202
1547	2990	190185
1548	2992	190190
1549	2994	190178
1550	2995	190161
1551	2997	190142
1552	2999	190137
1553	3001	190120
1554	3003	190135
1555	3005	190123
1556	3006	190117
1557	3008	190107
1558	3010	190076
1559	3011	190051
1560	3013	190048
1561	3015	190056
1562	3017	190070
1563	3020	190117
1564	3022	190088
1565	3023	190060
1566	3025	190034
1567	3026	190004
1568	3028	189975
1569	3030	189967
1570	3031	189943
1571	3033	189916
1572	3035	189931
1573	3037	189915
1574	3038	189885
1575	3040	189858
1576	3041	189829
1577	3043	189828
1578	3045	189848
1579	3048	189866
1580	3051	189942
1581	3053	189938
1582	3054	189921
1583	3056	189907
1584	3058	189897
1585	3060	189918
1586	3062	189918
1587	3065	190005
1588	3068	190043
1589	3070	190067
1590	3073	190088
1591	3075	190088
1592	3076	190072
1593	3078	190080
1594	3082	190182
1595	3085	190215
1596	3086	190210
1597	3089	190223
1598	3091	190225
1599	3094	190309
1600	3098	190410
1601	3100	190463
1602	3104	190540
1603	3107	190650
1604	3113	190847
1605	3115	190851
1606	3116	190824
1607	3118	190795
1608	3119	190781
1609	3121	190758
1610	3122	190728
1611	3124	190702
1612	3126	190676
1613	3128	190695
1614	3129	190665
1615	3131	190639
1616	3132	190609
1617	3134	190599
1618	3136	190576
1619	3137	190553
1620	3139	190545
1621	3141	190564
1622	3144	190610
1623	3146	190602
1624	3148	190599
1625	3150	190584
1626	3151	190571
1627	3153	190542
1628	3154	190515
1629	3156	190513
1630	3159	190562
1631	3161	190556
1632	3163	190530
1633	3164	190516
1634	3166	190495
1635	3167	190467
1636	3169	190441
1637	3171	190423
1638	3172	190402
1639	3175	190424
1640	3177	190437
1641	3178	190420
1642	3180	190391
1643	3181	190365
1644	3183	190332
1645	3184	190305
1646	3186	190294
1647	3188	190265
1648	3190	190279
1649	3191	190256
1650	3193	190234
1651	3195	190209
1652	3196	190187
1653	3198	190160
1654	3199	190132
1655	3201	190111
1656	3202	190087
1657	3204	190079
1658	3206	190092
1659	3208	190087
1660	3210	190075
1661	3212	190062
1662	3213	190042
1663	3215	190027
1664	3217	190026
1665	3219	190004
1666	3221	190002
1667	3222	189981
1668	3224	189961
1669	3226	189955
1670	3227	189934
